,full_name,pasport_number,card_number,train_number,from_station,to_station,wagon_seat,price,departure,arrival
155,Лариса Болеславовна Рожкова,7986 164056,5242768060402156,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
156,Лаврентий Юлианович Харитонов,0016 620298,4542764110725834,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
157,Фёкла Валериевна Колесникова,8739 585865,4542763502371331,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
158,Мокей Изотович Наумов,1923 613617,4542765800446016,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
159,Юлия Константиновна Волкова,7444 796920,4552115677479700,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
160,Журавлева Мария Ниловна,6457 269900,2242762998423570,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
161,Василиса Матвеевна Архипова,3731 758639,5242762027985281,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
162,Журавлев Ираклий Даниилович,6969 592006,4542761025455487,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
163,Трофимов Антонин Антипович,5070 499178,5252111342494383,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
164,Ипатий Гурьевич Воробьев,1564 010708,5243774708582321,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
165,Миронова Эмилия Семеновна,9671 054165,5242761697088885,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
166,Антонова Светлана Владиславовна,4132 784577,4540424152721051,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
167,Евсеева Виктория Анатольевна,3722 299729,4542765127608312,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
168,Юлий Эдуардович Крылов,8398 058966,2242762486042700,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
169,Герасимова Элеонора Максимовна,9317 483257,4540428667520618,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
170,Ершов Лучезар Геннадиевич,2689 231939,2242764915461030,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
171,Евстафий Аксёнович Туров,4666 726284,4542762918998379,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
172,Панкратий Иларионович Ширяев,6538 036826,5252040006355075,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
173,Наум Фадеевич Мельников,8327 760233,5240421883766421,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
174,г-жа Князева Таисия Харитоновна,3606 696653,4543773622082761,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
175,Владимир Федотович Стрелков,7486 924213,5242768303003475,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
176,Сигизмунд Фёдорович Князев,6073 603468,5243772714069449,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
177,Ферапонт Антонович Горбунов,2752 197039,2242761196977910,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
178,Марк Жоресович Зиновьев,2308 333914,4552046975480665,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
179,Марфа Святославовна Захарова,2917 873069,4542765370023501,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
180,Тамара Андреевна Кошелева,2723 943035,4540422578073838,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
181,Ксения Ильинична Лазарева,9072 686747,5242761848229376,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
182,Анжела Семеновна Игнатова,9516 772230,4543778393192690,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
183,Дарья Константиновна Исаева,7710 410944,4542761603901711,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
184,Ширяев Ерофей Дмитриевич,0629 521156,5243772740550191,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
185,Данилов Самсон Демьянович,8021 849354,5252048398449673,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
186,Гаврилова Наталья Александровна,1763 647605,4543771240528294,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
187,Киселева Раиса Аркадьевна,1839 321240,2252049453809315,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
188,Мухина Елена Никифоровна,5307 081179,2242761086127342,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
189,Ольга Кузьминична Яковлева,4299 203312,2240425123629801,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
190,Веселова Анжела Юльевна,2972 029502,2242762583128845,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
191,Модест Тарасович Зыков,5871 458367,4543775571801063,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
192,Григорьев Фома Адамович,4988 202602,2242768006175665,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
193,Алевтина Анатольевна Филатова,0536 219589,2242761219491926,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
194,Викентий Тихонович Шаров,3975 501318,5242766879008408,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
195,Анатолий Фокич Федотов,0019 445178,5242766430858606,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
196,Мамонтова Раиса Юрьевна,1480 618237,4542760375730563,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
197,Агафья Петровна Князева,1766 273577,4552040321406268,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
198,Давыдов Панкратий Харитонович,8071 335661,4542760301071762,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
199,Светлана Тимофеевна Лапина,9678 996012,5243776223101731,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
200,Татьяна Даниловна Прохорова,4153 043758,5242766344169480,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
201,Соколова Надежда Константиновна,6703 339732,2252045895897305,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
202,Евпраксия Ивановна Воробьева,9210 982178,2243778850530181,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
203,Волкова Алла Романовна,5612 519420,4552047991364546,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
204,Таисия Геннадиевна Козлова,4421 557961,5242765008222076,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
205,Алла Владиславовна Комиссарова,9491 407940,5252041607113161,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
206,Аверкий Арсеньевич Коновалов,2489 096361,4542762723294481,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
207,Наталья Львовна Котова,0786 298620,4543777121009797,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
208,Валерия Эльдаровна Гурьева,3917 282095,4543771735343483,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
209,Доронин Петр Давыдович,9544 332586,5242764466852074,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
210,Павлов Аполлон Вячеславович,1529 221332,2240429729306990,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
211,Валерьян Изотович Иванов,9887 364622,5242766166984122,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
212,Борисова Виктория Алексеевна,9317 930345,5242763767091905,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
213,Элеонора Аскольдовна Сидорова,1335 429536,4542768940798627,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
214,Ульяна Геннадиевна Васильева,1874 748089,4543772230903459,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
215,Евпраксия Аскольдовна Дорофеева,5863 391334,4542768235472493,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
216,Панов Владислав Арсенович,2794 001444,4542768404057452,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
217,Анна Станиславовна Никонова,2757 384470,5242763935205796,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
218,Морозова Мария Львовна,8402 259047,4542766663881448,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
219,Рыбаков Мир Демидович,8029 880483,4542767219615441,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
220,Беляев Феликс Артурович,7222 498728,2242768022345587,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
221,Кондратьева Анжелика Федоровна,4702 095651,2242765741172538,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
222,Макаров Мирослав Валерьянович,2650 160432,4542762613625171,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
223,Алина Болеславовна Гришина,5978 854014,4543779912250506,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
224,Фомичев Афанасий Владленович,8640 532589,2242769941362503,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
225,Ангелина Петровна Самойлова,2187 200058,4542763951607880,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
226,Виктория Феликсовна Григорьева,2530 351317,4542763733691932,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
227,Хохлова Анжелика Робертовна,4558 640607,4542763325160957,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
